SUIT_1,RANK_1,SUIT_2,RANK_2,SUIT_3,RANK_3,SUIT_4,RANK_4,SUIT_5,RANK_5,Figura
corazones,4,diamantes,Q,corazones,3,corazones,5,diamantes,3,pareja
corazones,5,diamantes,J,picas,3,corazones,1,corazones,6,no_hay_figura
picas,10,diamantes,10,corazones,K,diamantes,8,corazones,10,trio
diamantes,K,treboles,9,treboles,K,diamantes,9,diamantes,6,doble_pareja
diamantes,J,picas,2,treboles,6,treboles,1,diamantes,3,no_hay_figura
treboles,Q,treboles,8,diamantes,Q,treboles,6,corazones,5,pareja
diamantes,Q,diamantes,9,picas,2,corazones,8,treboles,1,no_hay_figura
treboles,6,corazones,5,picas,Q,corazones,Q,treboles,3,pareja
treboles,2,diamantes,5,picas,7,corazones,6,corazones,Q,no_hay_figura
treboles,Q,picas,6,treboles,1,corazones,10,diamantes,Q,pareja
treboles,8,diamantes,K,picas,7,diamantes,3,picas,4,no_hay_figura
treboles,1,corazones,9,diamantes,3,treboles,4,corazones,10,no_hay_figura
corazones,J,diamantes,4,treboles,8,corazones,5,picas,1,no_hay_figura
treboles,9,diamantes,8,picas,1,corazones,K,treboles,3,no_hay_figura
diamantes,10,diamantes,K,corazones,3,treboles,1,corazones,5,no_hay_figura
picas,3,corazones,4,diamantes,10,treboles,K,diamantes,K,pareja
corazones,Q,diamantes,Q,picas,6,picas,K,treboles,K,doble_pareja
corazones,6,treboles,1,diamantes,2,treboles,5,corazones,2,pareja
treboles,10,picas,2,diamantes,7,picas,5,diamantes,1,no_hay_figura
diamantes,2,picas,10,treboles,9,picas,7,diamantes,7,pareja
treboles,5,diamantes,4,corazones,K,diamantes,5,treboles,8,pareja
diamantes,J,treboles,4,picas,8,diamantes,3,diamantes,6,no_hay_figura
treboles,2,picas,2,picas,8,diamantes,2,picas,K,trio
picas,J,treboles,5,diamantes,1,diamantes,7,picas,3,no_hay_figura
picas,K,treboles,K,corazones,10,corazones,J,picas,8,pareja
diamantes,10,diamantes,9,treboles,6,picas,8,picas,9,pareja
corazones,Q,diamantes,J,diamantes,3,corazones,7,picas,3,pareja
corazones,5,corazones,J,treboles,8,treboles,1,treboles,6,no_hay_figura
treboles,J,corazones,7,corazones,6,treboles,3,treboles,K,no_hay_figura
picas,6,picas,10,picas,7,treboles,4,corazones,3,no_hay_figura
corazones,5,treboles,10,diamantes,6,diamantes,1,picas,5,pareja
diamantes,7,picas,10,corazones,5,treboles,3,picas,Q,no_hay_figura
treboles,9,treboles,10,corazones,5,corazones,7,picas,1,no_hay_figura
treboles,3,picas,10,picas,3,treboles,6,picas,K,pareja
corazones,3,corazones,8,diamantes,6,treboles,8,picas,Q,pareja
corazones,J,picas,Q,diamantes,3,treboles,10,corazones,Q,pareja
corazones,2,diamantes,8,corazones,Q,picas,J,treboles,10,no_hay_figura
corazones,10,diamantes,1,treboles,3,picas,3,picas,8,pareja
diamantes,Q,treboles,5,treboles,7,treboles,1,diamantes,4,no_hay_figura
diamantes,7,treboles,2,picas,10,treboles,J,picas,6,no_hay_figura
picas,5,corazones,4,treboles,9,treboles,J,corazones,Q,no_hay_figura
picas,6,corazones,4,picas,K,corazones,9,picas,4,pareja
corazones,9,picas,Q,treboles,K,corazones,3,picas,J,no_hay_figura
corazones,10,picas,10,diamantes,9,picas,4,picas,K,pareja
picas,10,treboles,8,corazones,J,corazones,10,treboles,3,pareja
picas,3,corazones,10,treboles,1,treboles,5,treboles,Q,no_hay_figura
corazones,3,corazones,7,corazones,4,corazones,9,treboles,1,no_hay_figura
diamantes,6,treboles,3,treboles,K,corazones,Q,diamantes,8,no_hay_figura
picas,5,treboles,9,corazones,10,treboles,10,picas,3,pareja
picas,6,corazones,Q,treboles,4,picas,J,treboles,6,pareja
corazones,1,treboles,10,corazones,2,diamantes,K,diamantes,10,pareja
treboles,4,treboles,J,treboles,3,corazones,3,diamantes,3,trio
picas,K,picas,3,diamantes,10,treboles,9,treboles,5,no_hay_figura
diamantes,J,corazones,7,treboles,8,picas,8,picas,3,pareja
treboles,J,corazones,9,corazones,10,corazones,3,treboles,K,no_hay_figura
corazones,8,corazones,7,diamantes,7,corazones,1,treboles,J,pareja
corazones,2,picas,Q,corazones,J,treboles,1,treboles,5,no_hay_figura
treboles,1,corazones,10,picas,Q,diamantes,9,picas,2,no_hay_figura
picas,1,picas,5,corazones,2,corazones,10,diamantes,3,no_hay_figura
treboles,J,diamantes,7,treboles,8,picas,K,picas,7,pareja
picas,K,picas,3,picas,7,corazones,8,treboles,Q,no_hay_figura
corazones,3,picas,J,corazones,K,diamantes,5,diamantes,10,no_hay_figura
treboles,K,corazones,4,picas,5,diamantes,K,treboles,J,pareja
corazones,3,treboles,1,treboles,10,corazones,Q,corazones,1,pareja
corazones,Q,treboles,6,corazones,K,picas,Q,picas,6,doble_pareja
diamantes,4,diamantes,2,corazones,J,corazones,5,picas,9,no_hay_figura
picas,4,corazones,K,diamantes,K,corazones,5,diamantes,4,doble_pareja
diamantes,10,treboles,J,corazones,Q,picas,6,picas,2,no_hay_figura
diamantes,4,picas,9,treboles,4,picas,7,corazones,10,pareja
treboles,10,corazones,K,corazones,9,treboles,Q,treboles,J,escalera
treboles,8,treboles,1,diamantes,3,corazones,J,corazones,6,no_hay_figura
diamantes,7,treboles,4,diamantes,1,treboles,8,picas,8,pareja
corazones,Q,corazones,1,picas,4,treboles,6,picas,J,no_hay_figura
treboles,Q,picas,9,corazones,8,corazones,2,corazones,J,no_hay_figura
corazones,8,treboles,K,picas,6,picas,K,picas,8,doble_pareja
corazones,9,picas,5,corazones,6,corazones,10,corazones,4,no_hay_figura
treboles,9,picas,4,corazones,K,corazones,8,picas,1,no_hay_figura
diamantes,8,corazones,10,picas,J,diamantes,7,corazones,4,no_hay_figura
corazones,9,diamantes,5,treboles,J,picas,Q,treboles,7,no_hay_figura
corazones,6,picas,5,treboles,7,corazones,9,diamantes,10,no_hay_figura
treboles,Q,treboles,1,treboles,J,corazones,1,corazones,9,pareja
corazones,9,diamantes,K,corazones,J,diamantes,9,diamantes,5,pareja
treboles,J,corazones,10,picas,3,diamantes,3,corazones,1,pareja
diamantes,3,picas,4,diamantes,9,picas,8,diamantes,6,no_hay_figura
diamantes,10,picas,5,treboles,6,diamantes,1,diamantes,8,no_hay_figura
treboles,2,treboles,J,corazones,K,picas,J,corazones,8,pareja
picas,Q,diamantes,10,diamantes,Q,corazones,J,treboles,3,pareja
picas,5,diamantes,2,corazones,5,treboles,5,diamantes,1,trio
corazones,10,corazones,J,corazones,4,picas,1,corazones,9,no_hay_figura
diamantes,8,picas,1,diamantes,J,corazones,5,picas,5,pareja
picas,K,picas,8,diamantes,K,diamantes,7,diamantes,4,pareja
picas,3,picas,5,diamantes,6,corazones,J,corazones,1,no_hay_figura
corazones,9,corazones,3,corazones,4,diamantes,Q,corazones,10,no_hay_figura
treboles,8,picas,2,corazones,Q,picas,K,picas,5,no_hay_figura
treboles,8,treboles,Q,diamantes,7,picas,4,corazones,5,no_hay_figura
diamantes,K,diamantes,J,treboles,K,picas,Q,treboles,3,pareja
picas,J,diamantes,8,corazones,4,diamantes,5,picas,5,pareja
treboles,10,picas,9,diamantes,3,diamantes,6,corazones,4,no_hay_figura
diamantes,6,picas,J,diamantes,3,picas,2,picas,1,no_hay_figura
picas,9,diamantes,Q,picas,4,diamantes,1,treboles,J,no_hay_figura
picas,10,diamantes,8,picas,5,treboles,K,diamantes,6,no_hay_figura
picas,Q,treboles,1,corazones,J,picas,6,treboles,J,pareja
diamantes,5,picas,8,treboles,5,treboles,6,corazones,Q,pareja
picas,10,treboles,Q,diamantes,6,picas,2,picas,9,no_hay_figura
picas,5,picas,10,corazones,J,corazones,4,corazones,2,no_hay_figura
diamantes,3,corazones,4,diamantes,9,treboles,9,corazones,K,pareja
diamantes,1,diamantes,5,picas,10,corazones,8,diamantes,J,no_hay_figura
treboles,J,diamantes,10,corazones,1,treboles,10,diamantes,1,doble_pareja
corazones,8,treboles,7,picas,10,diamantes,1,treboles,4,no_hay_figura
corazones,1,corazones,5,picas,3,diamantes,K,picas,J,no_hay_figura
diamantes,4,treboles,5,treboles,J,diamantes,1,picas,10,no_hay_figura
diamantes,K,picas,3,treboles,10,diamantes,6,treboles,8,no_hay_figura
picas,K,corazones,J,treboles,7,diamantes,9,picas,8,no_hay_figura
corazones,8,picas,5,picas,3,picas,Q,corazones,J,no_hay_figura
picas,Q,picas,J,treboles,Q,corazones,Q,picas,10,trio
treboles,Q,treboles,K,diamantes,5,diamantes,K,corazones,Q,doble_pareja
corazones,K,picas,6,corazones,1,treboles,K,corazones,6,doble_pareja
diamantes,1,treboles,K,treboles,4,diamantes,Q,picas,Q,pareja
picas,K,picas,4,corazones,J,corazones,2,picas,7,no_hay_figura
treboles,8,corazones,3,picas,3,treboles,9,diamantes,K,pareja
diamantes,2,diamantes,4,diamantes,1,corazones,J,picas,1,pareja
corazones,J,corazones,5,corazones,8,picas,2,picas,5,pareja
picas,10,picas,J,treboles,6,picas,7,diamantes,1,no_hay_figura
diamantes,7,picas,3,corazones,K,diamantes,5,diamantes,K,pareja
treboles,8,treboles,2,corazones,7,picas,K,diamantes,10,no_hay_figura
picas,3,corazones,Q,treboles,9,picas,4,diamantes,2,no_hay_figura
treboles,8,picas,4,corazones,8,picas,7,treboles,K,pareja
treboles,10,diamantes,7,treboles,1,corazones,4,corazones,8,no_hay_figura
diamantes,9,picas,6,treboles,7,diamantes,5,diamantes,1,no_hay_figura
corazones,9,diamantes,Q,diamantes,3,picas,K,corazones,Q,pareja
corazones,J,diamantes,7,diamantes,2,corazones,1,corazones,7,pareja
treboles,8,diamantes,K,treboles,7,picas,2,corazones,6,no_hay_figura
diamantes,J,corazones,2,picas,Q,picas,4,corazones,J,pareja
picas,K,diamantes,5,picas,3,treboles,7,picas,Q,no_hay_figura
picas,6,diamantes,8,treboles,2,treboles,4,diamantes,K,no_hay_figura
corazones,8,treboles,10,corazones,Q,picas,3,treboles,K,no_hay_figura
treboles,K,diamantes,7,corazones,10,treboles,10,diamantes,J,pareja
corazones,3,corazones,2,diamantes,8,diamantes,4,picas,3,pareja
picas,4,treboles,2,corazones,K,diamantes,2,corazones,8,pareja
diamantes,2,corazones,J,picas,2,corazones,3,diamantes,5,pareja
diamantes,K,picas,7,diamantes,2,diamantes,8,diamantes,10,no_hay_figura
picas,10,corazones,9,picas,2,picas,5,picas,9,pareja
corazones,9,treboles,6,picas,6,corazones,Q,corazones,1,pareja
corazones,K,picas,Q,diamantes,4,treboles,1,picas,9,no_hay_figura
picas,J,corazones,4,diamantes,K,picas,7,treboles,Q,no_hay_figura
diamantes,2,picas,J,picas,3,treboles,8,corazones,3,pareja
treboles,10,treboles,J,corazones,Q,picas,K,diamantes,7,no_hay_figura
picas,4,corazones,J,corazones,5,picas,7,picas,5,pareja
diamantes,10,corazones,9,picas,7,corazones,Q,picas,K,no_hay_figura
picas,2,picas,7,treboles,2,picas,Q,corazones,3,pareja
treboles,8,diamantes,3,diamantes,Q,picas,3,picas,7,pareja
treboles,10,corazones,2,corazones,6,diamantes,Q,diamantes,3,no_hay_figura
treboles,7,treboles,3,treboles,J,picas,K,diamantes,10,no_hay_figura
diamantes,2,treboles,4,diamantes,Q,treboles,3,corazones,7,no_hay_figura
picas,Q,treboles,3,corazones,5,corazones,9,treboles,5,pareja
diamantes,Q,diamantes,7,diamantes,5,corazones,3,picas,6,no_hay_figura
picas,4,corazones,K,picas,10,treboles,2,diamantes,1,no_hay_figura
corazones,J,diamantes,10,picas,2,corazones,K,picas,3,no_hay_figura
corazones,K,diamantes,7,picas,9,diamantes,K,diamantes,2,pareja
picas,8,treboles,K,corazones,3,corazones,8,picas,5,pareja
treboles,7,corazones,Q,picas,4,diamantes,2,picas,5,no_hay_figura
treboles,6,diamantes,10,corazones,4,picas,5,corazones,3,no_hay_figura
picas,2,corazones,Q,picas,K,picas,J,corazones,1,no_hay_figura
picas,9,picas,8,picas,3,picas,1,treboles,1,pareja
treboles,3,corazones,9,diamantes,J,treboles,1,picas,8,no_hay_figura
corazones,3,corazones,Q,treboles,5,treboles,Q,treboles,1,pareja
picas,4,picas,5,treboles,9,corazones,2,diamantes,6,no_hay_figura
picas,8,diamantes,2,diamantes,1,picas,Q,diamantes,J,no_hay_figura
corazones,10,corazones,K,diamantes,Q,treboles,7,corazones,6,no_hay_figura
treboles,K,diamantes,J,picas,3,corazones,7,diamantes,Q,no_hay_figura
treboles,2,diamantes,J,diamantes,3,diamantes,Q,corazones,9,no_hay_figura
diamantes,J,corazones,Q,treboles,2,corazones,10,diamantes,3,no_hay_figura
corazones,2,treboles,8,corazones,1,treboles,Q,diamantes,6,no_hay_figura
picas,1,diamantes,J,corazones,1,corazones,5,corazones,9,pareja
picas,2,corazones,6,treboles,J,treboles,3,diamantes,4,no_hay_figura
corazones,9,corazones,2,diamantes,Q,corazones,K,corazones,4,no_hay_figura
corazones,3,corazones,2,corazones,6,corazones,8,treboles,6,pareja
picas,1,corazones,J,diamantes,9,picas,6,corazones,10,no_hay_figura
treboles,5,diamantes,7,corazones,8,picas,8,treboles,Q,pareja
diamantes,J,picas,1,treboles,8,diamantes,8,corazones,5,pareja
corazones,8,corazones,3,picas,2,picas,5,picas,7,no_hay_figura
treboles,K,treboles,5,corazones,K,corazones,9,corazones,J,pareja
corazones,8,treboles,6,picas,Q,picas,4,picas,1,no_hay_figura
picas,5,treboles,4,diamantes,2,treboles,8,picas,10,no_hay_figura
treboles,6,corazones,9,treboles,9,corazones,5,picas,K,pareja
corazones,3,picas,10,picas,9,picas,8,treboles,1,no_hay_figura
treboles,8,corazones,3,corazones,9,diamantes,6,treboles,7,no_hay_figura
diamantes,7,picas,Q,corazones,J,treboles,8,treboles,7,pareja
picas,8,corazones,8,treboles,2,picas,5,diamantes,5,doble_pareja
treboles,5,diamantes,9,diamantes,7,corazones,3,picas,4,no_hay_figura
diamantes,5,diamantes,7,corazones,6,treboles,2,diamantes,4,no_hay_figura
treboles,8,picas,9,treboles,9,treboles,J,diamantes,3,pareja
treboles,J,treboles,3,picas,J,picas,5,corazones,7,pareja
corazones,7,picas,2,corazones,8,treboles,3,diamantes,1,no_hay_figura
diamantes,10,diamantes,2,treboles,K,treboles,Q,corazones,K,pareja
corazones,2,treboles,K,picas,J,corazones,8,picas,1,no_hay_figura
treboles,4,treboles,1,corazones,Q,picas,1,diamantes,3,pareja
diamantes,9,corazones,10,treboles,2,corazones,6,treboles,4,no_hay_figura
diamantes,4,corazones,8,diamantes,10,corazones,K,treboles,9,no_hay_figura
corazones,6,picas,3,diamantes,3,treboles,Q,diamantes,10,pareja
corazones,K,corazones,5,picas,7,corazones,Q,corazones,7,pareja
corazones,J,diamantes,K,treboles,8,picas,J,diamantes,9,pareja
diamantes,2,picas,1,treboles,2,corazones,K,treboles,Q,pareja
diamantes,3,diamantes,2,treboles,1,picas,Q,diamantes,1,pareja
picas,J,corazones,5,treboles,J,treboles,8,corazones,2,pareja
diamantes,5,picas,6,diamantes,2,corazones,J,picas,4,no_hay_figura
diamantes,10,treboles,9,diamantes,6,corazones,5,treboles,2,no_hay_figura
corazones,1,diamantes,7,corazones,4,treboles,8,treboles,J,no_hay_figura
diamantes,7,picas,2,picas,4,diamantes,6,treboles,J,no_hay_figura
corazones,5,picas,5,treboles,6,treboles,3,picas,K,pareja
diamantes,5,picas,1,diamantes,Q,treboles,10,picas,8,no_hay_figura
diamantes,9,picas,9,treboles,3,corazones,6,diamantes,K,pareja
diamantes,J,diamantes,5,treboles,2,diamantes,1,diamantes,9,no_hay_figura
treboles,5,diamantes,8,diamantes,K,diamantes,J,picas,3,no_hay_figura
picas,9,corazones,2,treboles,6,treboles,1,treboles,5,no_hay_figura
treboles,3,treboles,4,corazones,6,picas,J,diamantes,7,no_hay_figura
picas,4,picas,8,picas,2,corazones,2,treboles,8,doble_pareja
corazones,Q,treboles,6,diamantes,Q,corazones,5,picas,2,pareja
treboles,8,picas,4,treboles,7,treboles,10,diamantes,Q,no_hay_figura
corazones,J,diamantes,K,corazones,10,corazones,5,corazones,2,no_hay_figura
picas,4,diamantes,K,picas,5,treboles,J,treboles,4,pareja
corazones,Q,corazones,J,treboles,6,diamantes,3,treboles,J,pareja
treboles,1,corazones,6,corazones,9,treboles,10,corazones,5,no_hay_figura
treboles,K,picas,K,picas,9,picas,Q,treboles,9,doble_pareja
treboles,Q,picas,J,picas,4,treboles,10,picas,3,no_hay_figura
diamantes,5,treboles,3,diamantes,Q,picas,6,diamantes,2,no_hay_figura
picas,7,picas,2,corazones,Q,picas,3,corazones,5,no_hay_figura
picas,7,treboles,J,corazones,Q,treboles,5,corazones,9,no_hay_figura
picas,4,corazones,2,picas,J,diamantes,2,treboles,K,pareja
diamantes,10,treboles,4,corazones,4,diamantes,7,treboles,5,pareja
corazones,6,picas,J,treboles,9,treboles,8,treboles,10,no_hay_figura
diamantes,K,corazones,5,diamantes,6,diamantes,Q,treboles,5,pareja
picas,Q,picas,7,treboles,Q,diamantes,8,diamantes,6,pareja
corazones,1,diamantes,5,treboles,9,treboles,1,diamantes,Q,pareja
corazones,5,corazones,1,diamantes,9,picas,6,corazones,10,no_hay_figura
corazones,J,picas,3,corazones,10,picas,K,diamantes,J,pareja
diamantes,7,treboles,7,diamantes,6,picas,10,diamantes,8,pareja
treboles,5,treboles,8,picas,10,corazones,J,picas,4,no_hay_figura
corazones,1,corazones,4,picas,J,treboles,8,corazones,Q,no_hay_figura
picas,9,diamantes,10,corazones,5,corazones,4,treboles,2,no_hay_figura
picas,J,treboles,3,diamantes,J,corazones,3,treboles,6,doble_pareja
picas,2,diamantes,K,corazones,9,corazones,3,picas,8,no_hay_figura
corazones,1,treboles,6,treboles,4,treboles,9,picas,6,pareja
treboles,5,treboles,3,picas,3,picas,1,picas,4,pareja
diamantes,3,diamantes,9,picas,4,corazones,2,corazones,K,no_hay_figura
corazones,3,picas,4,picas,K,corazones,7,treboles,1,no_hay_figura
picas,K,corazones,8,corazones,7,diamantes,J,picas,8,pareja
picas,2,diamantes,8,picas,J,picas,8,picas,1,pareja
treboles,1,diamantes,2,corazones,1,picas,3,corazones,Q,pareja
treboles,1,picas,8,corazones,8,diamantes,K,diamantes,10,pareja
corazones,7,picas,5,corazones,1,treboles,J,treboles,8,no_hay_figura
picas,5,corazones,3,diamantes,9,picas,1,picas,J,no_hay_figura
picas,7,picas,8,diamantes,8,corazones,4,diamantes,3,pareja
treboles,7,diamantes,9,diamantes,1,corazones,1,picas,4,pareja
corazones,K,picas,10,treboles,1,corazones,9,corazones,J,no_hay_figura
diamantes,4,diamantes,J,corazones,2,treboles,7,picas,7,pareja
picas,7,corazones,4,corazones,3,treboles,3,diamantes,K,pareja
corazones,9,picas,1,picas,8,picas,10,picas,3,no_hay_figura
picas,2,corazones,3,picas,3,diamantes,3,treboles,6,trio
picas,3,diamantes,6,treboles,6,treboles,2,picas,1,pareja
treboles,9,diamantes,Q,picas,3,corazones,2,corazones,3,pareja
diamantes,J,corazones,Q,picas,1,picas,K,corazones,6,no_hay_figura
diamantes,3,diamantes,4,diamantes,7,diamantes,6,treboles,6,pareja
treboles,2,corazones,Q,treboles,1,diamantes,J,corazones,4,no_hay_figura
picas,4,diamantes,2,diamantes,9,treboles,10,treboles,5,no_hay_figura
corazones,2,diamantes,10,picas,9,diamantes,9,diamantes,8,pareja
treboles,9,corazones,Q,treboles,7,picas,3,picas,1,no_hay_figura
corazones,2,picas,4,picas,8,treboles,7,treboles,10,no_hay_figura
treboles,4,corazones,10,picas,J,diamantes,2,picas,8,no_hay_figura
diamantes,10,diamantes,1,picas,10,corazones,7,corazones,K,pareja
picas,3,treboles,8,corazones,6,treboles,1,corazones,1,pareja
treboles,10,treboles,9,treboles,6,corazones,10,diamantes,10,trio
diamantes,10,treboles,7,corazones,2,picas,9,corazones,1,no_hay_figura
picas,10,treboles,2,corazones,6,corazones,9,diamantes,10,pareja
corazones,6,treboles,K,treboles,2,corazones,Q,diamantes,Q,pareja
picas,7,picas,1,treboles,5,corazones,9,corazones,5,pareja
picas,3,treboles,6,corazones,9,corazones,5,picas,7,no_hay_figura
diamantes,7,diamantes,6,corazones,Q,picas,7,picas,Q,doble_pareja
treboles,7,corazones,4,diamantes,2,treboles,4,picas,7,doble_pareja
treboles,3,treboles,6,diamantes,K,diamantes,Q,treboles,4,no_hay_figura
picas,2,treboles,J,corazones,3,picas,6,corazones,9,no_hay_figura
treboles,9,picas,5,diamantes,K,picas,Q,corazones,K,pareja
picas,4,corazones,Q,corazones,J,picas,Q,diamantes,10,pareja
picas,8,corazones,Q,treboles,4,picas,7,diamantes,J,no_hay_figura
corazones,4,corazones,7,treboles,5,picas,J,picas,K,no_hay_figura
corazones,9,diamantes,4,corazones,3,diamantes,5,picas,2,no_hay_figura
picas,8,picas,J,diamantes,4,diamantes,Q,treboles,J,pareja
corazones,Q,treboles,4,treboles,5,treboles,2,corazones,5,pareja
corazones,3,picas,K,picas,8,treboles,2,corazones,K,pareja
picas,5,corazones,2,picas,9,corazones,4,corazones,3,no_hay_figura
corazones,J,treboles,8,treboles,10,picas,2,corazones,4,no_hay_figura
diamantes,K,picas,2,corazones,2,treboles,5,diamantes,7,pareja
picas,Q,treboles,7,picas,K,diamantes,2,corazones,7,pareja
picas,8,corazones,K,treboles,5,corazones,5,diamantes,1,pareja
diamantes,J,picas,5,corazones,7,picas,4,treboles,1,no_hay_figura
treboles,Q,corazones,9,corazones,7,diamantes,8,corazones,10,no_hay_figura
corazones,6,diamantes,3,picas,5,corazones,K,diamantes,1,no_hay_figura
corazones,8,diamantes,4,picas,9,corazones,K,treboles,9,pareja
corazones,4,diamantes,4,treboles,6,picas,8,corazones,2,pareja
corazones,J,diamantes,7,diamantes,5,picas,3,treboles,9,no_hay_figura
picas,J,corazones,K,picas,2,corazones,10,picas,3,no_hay_figura
diamantes,6,diamantes,7,picas,5,treboles,K,treboles,1,no_hay_figura
picas,1,diamantes,3,diamantes,1,corazones,6,diamantes,8,pareja
treboles,1,diamantes,7,treboles,10,treboles,4,diamantes,J,no_hay_figura
diamantes,7,picas,1,corazones,8,treboles,7,treboles,6,pareja
picas,6,diamantes,7,corazones,3,diamantes,8,picas,Q,no_hay_figura
diamantes,K,picas,2,treboles,3,picas,J,picas,10,no_hay_figura
corazones,J,picas,Q,treboles,10,corazones,7,treboles,8,no_hay_figura
corazones,1,picas,8,corazones,8,diamantes,1,diamantes,9,doble_pareja
diamantes,5,diamantes,10,diamantes,2,corazones,Q,picas,10,pareja
picas,9,corazones,10,diamantes,6,treboles,4,diamantes,2,no_hay_figura
picas,6,diamantes,2,diamantes,5,diamantes,4,picas,3,escalera
diamantes,J,corazones,J,corazones,4,corazones,K,treboles,8,pareja
corazones,K,diamantes,3,treboles,8,corazones,2,picas,1,no_hay_figura
